"date","year","month","day","county","state","fips","cases","deaths","population","cases_per100k","deaths_per100k","daily_case_count","daily_death_count","datatype","station","fl_m","fl_q","fl_so","fl_t","temp","temp_from_median","location"
2020-10-29,2020,10,29,"Fulton","Georgia","13121",33379,626,1021902,3266.36017935184,61.2583202694583,9.29639045622844,0.587140449867007,"TAVG","GHCND:USW00013874","H","","S","",24.2,3.2,"Fulton County, GA"
2020-10-30,2020,10,30,"Fulton","Georgia","13121",33492,627,1021902,3277.41799115766,61.3561770111028,11.0578118058284,0.0978567416444989,"TAVG","GHCND:USW00013874","H","","S","",13.3,7.7,"Fulton County, GA"
2020-10-31,2020,10,31,"Fulton","Georgia","13121",33719,628,1021902,3299.63147151097,61.4540337527473,22.2134803533017,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",12.2,8.8,"Fulton County, GA"
2020-11-01,2020,11,1,"Fulton","Georgia","13121",33817,628,1021902,3309.22143219213,61.4540337527473,9.58996068116176,0,"TAVG","GHCND:USW00013874","H","","S","",15.2,5.8,"Fulton County, GA"
2020-11-02,2020,11,2,"Fulton","Georgia","13121",34027,628,1021902,3329.77134793747,61.4540337527473,20.5499157453451,0,"TAVG","GHCND:USW00013874","H","","S","",10.1,10.9,"Fulton County, GA"
2020-11-03,2020,11,3,"Fulton","Georgia","13121",34155,629,1021902,3342.29701086797,61.5518904943918,12.5256629304968,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",9.4,11.6,"Fulton County, GA"
2020-11-04,2020,11,4,"Fulton","Georgia","13121",34388,656,1021902,3365.09763167114,64.1940225187934,22.8006208031684,2.64213202440155,"TAVG","GHCND:USW00013874","H","","S","",13.1,7.9,"Fulton County, GA"
2020-11-05,2020,11,5,"Fulton","Georgia","13121",34605,658,1021902,3386.332544608,64.3897360020824,21.2349129368572,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",14.3,6.7,"Fulton County, GA"
2020-11-06,2020,11,6,"Fulton","Georgia","13121",34801,662,1021902,3405.51246597032,64.7811629686604,19.1799213623221,0.391426966577995,"TAVG","GHCND:USW00013874","H","","S","",17.6,3.4,"Fulton County, GA"
2020-11-07,2020,11,7,"Fulton","Georgia","13121",34940,663,1021902,3419.1145530589,64.8790197103049,13.6020870885859,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",18.6,2.4,"Fulton County, GA"
2020-11-08,2020,11,8,"Fulton","Georgia","13121",35109,663,1021902,3435.65234239683,64.8790197103049,16.5377893379214,0,"TAVG","GHCND:USW00013874","H","","S","",20.1,0.899999999999999,"Fulton County, GA"
2020-11-09,2020,11,9,"Fulton","Georgia","13121",35229,665,1021902,3447.39515139416,65.0747331935939,11.7428089973396,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",21,0,"Fulton County, GA"
2020-11-10,2020,11,10,"Fulton","Georgia","13121",35605,669,1021902,3484.1892862525,65.4661601601719,36.7941348583336,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",20.2,0.800000000000001,"Fulton County, GA"
2020-11-11,2020,11,11,"Fulton","Georgia","13121",35783,671,1021902,3501.60778626522,65.6618736434609,17.4185000127209,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",22.5,1.5,"Fulton County, GA"
2020-11-12,2020,11,12,"Fulton","Georgia","13121",36039,674,1021902,3526.65911212621,65.9554438683944,25.0513258609926,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",20.6,0.399999999999999,"Fulton County, GA"
2020-11-13,2020,11,13,"Fulton","Georgia","13121",36277,674,1021902,3549.9490166376,65.9554438683944,23.2899045113913,0,"TAVG","GHCND:USW00013874","H","","S","",17.2,3.8,"Fulton County, GA"
2020-11-14,2020,11,14,"Fulton","Georgia","13121",36549,677,1021902,3576.56605036491,66.2490140933279,26.6170337273047,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",14.7,6.3,"Fulton County, GA"
2020-11-15,2020,11,15,"Fulton","Georgia","13121",36708,677,1021902,3592.12527228638,66.2490140933279,15.5592219214759,0,"TAVG","GHCND:USW00013874","H","","S","",15.8,5.2,"Fulton County, GA"
2020-11-16,2020,11,16,"Fulton","Georgia","13121",36592,677,1021902,3580.77389025562,66.2490140933279,-11.3513820307621,0,"TAVG","GHCND:USW00013874","H","","S","",11.4,9.6,"Fulton County, GA"
2020-11-17,2020,11,17,"Fulton","Georgia","13121",37250,678,1021902,3645.1636262577,66.3468708349724,64.3897360020824,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",10.8,10.2,"Fulton County, GA"
2020-11-18,2020,11,18,"Fulton","Georgia","13121",37477,679,1021902,3667.37710661101,66.4447275766169,22.2134803533017,0.0978567416444918,"TAVG","GHCND:USW00013874","H","","S","",10.2,10.8,"Fulton County, GA"
2020-11-19,2020,11,19,"Fulton","Georgia","13121",37734,679,1021902,3692.52628921364,66.4447275766169,25.1491826026372,0,"TAVG","GHCND:USW00013874","H","","S","",9.7,11.3,"Fulton County, GA"
2020-11-20,2020,11,20,"Fulton","Georgia","13121",38026,680,1021902,3721.10045777384,66.5425843182614,28.5741685601947,0.0978567416445202,"TAVG","GHCND:USW00013874","H","","S","",12.1,8.9,"Fulton County, GA"
2020-11-21,2020,11,21,"Fulton","Georgia","13121",38674,682,1021902,3784.51162635948,66.7382978015504,63.4111685856374,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",15.1,5.9,"Fulton County, GA"
2020-11-22,2020,11,22,"Fulton","Georgia","13121",38870,684,1021902,3803.6915477218,66.9340112848395,19.1799213623221,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",15,6,"Fulton County, GA"
2020-11-23,2020,11,23,"Fulton","Georgia","13121",39083,684,1021902,3824.53503369208,66.9340112848395,20.8434859702788,0,"TAVG","GHCND:USW00013874","H","","S","",13.2,7.8,"Fulton County, GA"
2020-11-24,2020,11,24,"Fulton","Georgia","13121",39487,684,1021902,3864.06915731645,66.9340112848395,39.5341236243789,0,"TAVG","GHCND:USW00013874","H","","S","",9.4,11.6,"Fulton County, GA"
2020-11-25,2020,11,25,"Fulton","Georgia","13121",39794,686,1021902,3894.11117700132,67.1297247681285,30.0420196848622,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",13.9,7.1,"Fulton County, GA"
2020-11-26,2020,11,26,"Fulton","Georgia","13121",40044,690,1021902,3918.57536241244,67.5211517347065,24.464185411126,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",18.6,2.4,"Fulton County, GA"
2020-11-27,2020,11,27,"Fulton","Georgia","13121",40287,692,1021902,3942.35455063206,67.7168652179955,23.7791882196134,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",14.6,6.4,"Fulton County, GA"
2020-11-28,2020,11,28,"Fulton","Georgia","13121",40588,699,1021902,3971.80942986705,68.401862409507,29.4548792349956,0.684997191511513,"TAVG","GHCND:USW00013874","H","","S","",14.9,6.1,"Fulton County, GA"
2020-11-29,2020,11,29,"Fulton","Georgia","13121",40732,704,1021902,3985.90080066386,68.8911461177295,14.091370796808,0.489283708222516,"TAVG","GHCND:USW00013874","H","","S","",12.9,8.1,"Fulton County, GA"
2020-11-30,2020,11,30,"Fulton","Georgia","13121",40900,704,1021902,4002.34073326014,68.8911461177295,16.4399325962768,0,"TAVG","GHCND:USW00013874","H","","S","",9.1,11.9,"Fulton County, GA"
2020-12-01,2020,12,1,"Fulton","Georgia","13121",41337,704,1021902,4045.10412935878,68.8911461177295,42.7633960986473,0,"TAVG","GHCND:USW00013874","H","","S","",1.9,19.1,"Fulton County, GA"
2020-12-02,2020,12,2,"Fulton","Georgia","13121",41735,707,1021902,4084.0511125333,69.184716342663,38.9469831745114,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",3.4,17.6,"Fulton County, GA"
2020-12-03,2020,12,3,"Fulton","Georgia","13121",42236,714,1021902,4133.07734009719,69.8697135341745,49.0262275638966,0.684997191511513,"TAVG","GHCND:USW00013874","H","","S","",6.1,14.9,"Fulton County, GA"
2020-12-04,2020,12,4,"Fulton","Georgia","13121",42825,717,1021902,4190.7149609258,70.163283759108,57.637620828611,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",10.4,10.6,"Fulton County, GA"
2020-12-05,2020,12,5,"Fulton","Georgia","13121",43275,723,1021902,4234.75049466583,70.750424208975,44.035533740026,0.587140449867022,"TAVG","GHCND:USW00013874","H","","S","",7.4,13.6,"Fulton County, GA"
2020-12-06,2020,12,6,"Fulton","Georgia","13121",43521,724,1021902,4258.82325311038,70.8482809506195,24.0727584445476,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",7.9,13.1,"Fulton County, GA"
2020-12-07,2020,12,7,"Fulton","Georgia","13121",43915,725,1021902,4297.37880931831,70.946137692264,38.5555562079335,0.0978567416444918,"TAVG","GHCND:USW00013874","H","","S","",7.4,13.6,"Fulton County, GA"
2020-12-08,2020,12,8,"Fulton","Georgia","13121",44606,729,1021902,4364.99781779466,71.337564658842,67.6190084763512,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",3.2,17.8,"Fulton County, GA"
2020-12-09,2020,12,9,"Fulton","Georgia","13121",45014,733,1021902,4404.92336838562,71.7289916254201,39.9255505909568,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",5.7,15.3,"Fulton County, GA"
2020-12-10,2020,12,10,"Fulton","Georgia","13121",45584,738,1021902,4460.70171112298,72.2182753336426,55.7783427373661,0.489283708222516,"TAVG","GHCND:USW00013874","H","","S","",11.4,9.6,"Fulton County, GA"
2020-12-11,2020,12,11,"Fulton","Georgia","13121",46015,745,1021902,4502.87796677177,72.9032725251541,42.1762556487811,0.684997191511513,"TAVG","GHCND:USW00013874","H","","S","",12.4,8.6,"Fulton County, GA"
2020-12-12,2020,12,12,"Fulton","Georgia","13121",46612,748,1021902,4561.29844153353,73.1968427500876,58.4204747617669,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",14.3,6.7,"Fulton County, GA"
2020-12-13,2020,12,13,"Fulton","Georgia","13121",47009,748,1021902,4600.1475679664,73.1968427500876,38.8491264328677,0,"TAVG","GHCND:USW00013874","H","","S","",15.7,5.3,"Fulton County, GA"
2020-12-14,2020,12,14,"Fulton","Georgia","13121",47298,750,1021902,4628.42816630166,73.3925562333766,28.2805983352609,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",13.2,7.8,"Fulton County, GA"
2020-12-15,2020,12,15,"Fulton","Georgia","13121",48020,752,1021902,4699.08073376899,73.5882697166656,70.6525674673303,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",5.7,15.3,"Fulton County, GA"
2020-12-16,2020,12,16,"Fulton","Georgia","13121",48530,754,1021902,4748.98767200769,73.7839831999546,49.9069382386961,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",5.8,15.2,"Fulton County, GA"
2020-12-17,2020,12,17,"Fulton","Georgia","13121",49188,760,1021902,4813.37740800977,74.3711236498216,64.3897360020828,0.587140449867007,"TAVG","GHCND:USW00013874","H","","S","",3.8,17.2,"Fulton County, GA"
2020-12-18,2020,12,18,"Fulton","Georgia","13121",49832,764,1021902,4876.39714962883,74.7625506163996,63.0197416190595,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",3.1,17.9,"Fulton County, GA"
2020-12-19,2020,12,19,"Fulton","Georgia","13121",50194,765,1021902,4911.82129010414,74.8604073580441,35.4241404753093,0.0978567416444918,"TAVG","GHCND:USW00013874","H","","S","",4.8,16.2,"Fulton County, GA"
2020-12-20,2020,12,20,"Fulton","Georgia","13121",50715,765,1021902,4962.80465250092,74.8604073580441,50.9833623967861,0,"TAVG","GHCND:USW00013874","H","","S","",8.8,12.2,"Fulton County, GA"
2020-12-21,2020,12,21,"Fulton","Georgia","13121",51011,765,1021902,4991.7702480277,74.8604073580441,28.9655955267726,0,"TAVG","GHCND:USW00013874","H","","S","",9.8,11.2,"Fulton County, GA"
2020-12-22,2020,12,22,"Fulton","Georgia","13121",51981,765,1021902,5086.69128742286,74.8604073580441,94.9210393951662,0,"TAVG","GHCND:USW00013874","H","","S","",10.5,10.5,"Fulton County, GA"
2020-12-23,2020,12,23,"Fulton","Georgia","13121",52442,771,1021902,5131.80324532098,75.4475478079111,45.1119578981161,0.587140449867022,"TAVG","GHCND:USW00013874","H","","S","",8.9,12.1,"Fulton County, GA"
2020-12-24,2020,12,24,"Fulton","Georgia","13121",53374,772,1021902,5223.00572853366,75.5454045495556,91.2024832126754,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",11.2,9.8,"Fulton County, GA"
2020-12-25,2020,12,25,"Fulton","Georgia","13121",54032,776,1021902,5287.39546453574,75.9368315161336,64.3897360020828,0.391426966577995,"TAVG","GHCND:USW00013874","H","","S","",-1,22,"Fulton County, GA"
2020-12-26,2020,12,26,"Fulton","Georgia","13121",54406,778,1021902,5323.99388591078,76.1325449994226,36.5984213750444,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",-0.4,21.4,"Fulton County, GA"
2020-12-27,2020,12,27,"Fulton","Georgia","13121",54635,778,1021902,5346.40307974737,76.1325449994226,22.40919383659,0,"TAVG","GHCND:USW00013874","H","","S","",4.9,16.1,"Fulton County, GA"
2020-12-28,2020,12,28,"Fulton","Georgia","13121",54948,778,1021902,5377.0322398821,76.1325449994226,30.6291601347293,0,"TAVG","GHCND:USW00013874","H","","S","",7.9,13.1,"Fulton County, GA"
2020-12-29,2020,12,29,"Fulton","Georgia","13121",55677,782,1021902,5448.36980454094,76.5239719660007,71.3375646588429,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",11.1,9.9,"Fulton County, GA"
2020-12-30,2020,12,30,"Fulton","Georgia","13121",56061,786,1021902,5485.94679333243,76.9153989325787,37.5769887914885,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",10.5,10.5,"Fulton County, GA"
2020-12-31,2020,12,31,"Fulton","Georgia","13121",56903,790,1021902,5568.3421697971,77.3068258991567,82.3953764646703,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",9.4,11.6,"Fulton County, GA"
2021-01-01,2021,1,1,"Fulton","Georgia","13121",57846,790,1021902,5660.62107716787,77.3068258991567,92.2789073707654,0,"TAVG","GHCND:USW00013874","H","","S","",15.7,5.3,"Fulton County, GA"
2021-01-02,2021,1,2,"Fulton","Georgia","13121",58560,790,1021902,5730.49079070204,77.3068258991567,69.8697135341754,0,"TAVG","GHCND:USW00013874","H","","S","",15.7,5.3,"Fulton County, GA"
2021-01-03,2021,1,3,"Fulton","Georgia","13121",58951,791,1021902,5768.75277668504,77.4046826408012,38.2619859830002,0.0978567416444918,"TAVG","GHCND:USW00013874","H","","S","",9.5,11.5,"Fulton County, GA"
2021-01-04,2021,1,4,"Fulton","Georgia","13121",59387,793,1021902,5811.41831604205,77.6003961240902,42.6655393570027,0.195713483289012,"TAVG","GHCND:USW00013874","H","","S","",6.4,14.6,"Fulton County, GA"
2021-01-05,2021,1,5,"Fulton","Georgia","13121",60131,795,1021902,5884.22373182556,77.7961096073792,72.8054157835095,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",9.9,11.1,"Fulton County, GA"
2021-01-06,2021,1,6,"Fulton","Georgia","13121",60379,800,1021902,5908.49220375339,78.2853933156017,24.2684719278368,0.489283708222516,"TAVG","GHCND:USW00013874","H","","S","",6.3,14.7,"Fulton County, GA"
2021-01-07,2021,1,7,"Fulton","Georgia","13121",61560,803,1021902,6024.06101563555,78.5789635405352,115.568811882157,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",5.8,15.2,"Fulton County, GA"
2021-01-08,2021,1,8,"Fulton","Georgia","13121",62828,810,1021902,6148.14336404078,79.2639607320467,124.082348405229,0.684997191511513,"TAVG","GHCND:USW00013874","H","","S","",4.5,16.5,"Fulton County, GA"
2021-01-09,2021,1,9,"Fulton","Georgia","13121",63616,814,1021902,6225.25447645665,79.6553876986247,77.111112415867,0.39142696657801,"TAVG","GHCND:USW00013874","H","","S","",2.7,18.3,"Fulton County, GA"
2021-01-10,2021,1,10,"Fulton","Georgia","13121",64432,814,1021902,6305.10557763856,79.6553876986247,79.8511011819137,0,"TAVG","GHCND:USW00013874","H","","S","",2.2,18.8,"Fulton County, GA"
2021-01-11,2021,1,11,"Fulton","Georgia","13121",65130,815,1021902,6373.40958330642,79.7532444402692,68.3040056678628,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",5.7,15.3,"Fulton County, GA"
2021-01-12,2021,1,12,"Fulton","Georgia","13121",65875,825,1021902,6446.31285583158,80.7318118567142,72.9032725251536,0.978567416445017,"TAVG","GHCND:USW00013874","H","","S","",5.4,15.6,"Fulton County, GA"
2021-01-13,2021,1,13,"Fulton","Georgia","13121",66414,832,1021902,6499.05763957796,81.4168090482258,52.7447837463869,0.684997191511513,"TAVG","GHCND:USW00013874","H","","S","",3.6,17.4,"Fulton County, GA"
2021-01-14,2021,1,14,"Fulton","Georgia","13121",67203,843,1021902,6576.26660873548,82.4932332063153,77.208969157512,1.07642415808952,"TAVG","GHCND:USW00013874","H","","S","",5.4,15.6,"Fulton County, GA"
2021-01-15,2021,1,15,"Fulton","Georgia","13121",67990,861,1021902,6653.2798644097,84.2546545559163,77.0132556742237,1.76142134960104,"TAVG","GHCND:USW00013874","H","","S","",9.2,11.8,"Fulton County, GA"
2021-01-16,2021,1,16,"Fulton","Georgia","13121",68872,867,1021902,6739.58951054015,84.8417950057833,86.3096461304494,0.587140449867022,"TAVG","GHCND:USW00013874","H","","S","",4.2,16.8,"Fulton County, GA"
2021-01-17,2021,1,17,"Fulton","Georgia","13121",69537,867,1021902,6804.66424373374,84.8417950057833,65.0747331935945,0,"TAVG","GHCND:USW00013874","H","","S","",4.3,16.7,"Fulton County, GA"
2021-01-18,2021,1,18,"Fulton","Georgia","13121",70166,869,1021902,6866.21613422814,85.0375084890723,61.551890494392,0.195713483288998,"TAVG","GHCND:USW00013874","H","","S","",6.4,14.6,"Fulton County, GA"
2021-01-19,2021,1,19,"Fulton","Georgia","13121",70804,877,1021902,6928.64873539733,85.8203624222284,62.4326011691919,0.782853933156019,"TAVG","GHCND:USW00013874","H","","S","",7.3,13.7,"Fulton County, GA"
2021-01-20,2021,1,20,"Fulton","Georgia","13121",71447,883,1021902,6991.57062027474,86.4075028720954,62.9218848774153,0.587140449867007,"TAVG","GHCND:USW00013874","H","","S","",10.5,10.5,"Fulton County, GA"
2021-01-21,2021,1,21,"Fulton","Georgia","13121",72029,893,1021902,7048.52324391184,87.3860702885404,56.9526236371003,0.978567416445031,"TAVG","GHCND:USW00013874","H","","S","",9,12,"Fulton County, GA"
2021-01-22,2021,1,22,"Fulton","Georgia","13121",72671,904,1021902,7111.34727204761,88.4624944466299,62.8240281357712,1.07642415808951,"TAVG","GHCND:USW00013874","H","","S","",9.4,11.6,"Fulton County, GA"
2021-01-23,2021,1,23,"Fulton","Georgia","13121",73426,907,1021902,7185.22911198921,88.7560646715634,73.8818399415986,0.293570224933518,"TAVG","GHCND:USW00013874","H","","S","",8.1,12.9,"Fulton County, GA"
2021-01-24,2021,1,24,"Fulton","Georgia","13121",73942,907,1021902,7235.72319067778,88.7560646715634,50.4940786885636,0,"TAVG","GHCND:USW00013874","H","","S","",10.1,10.9,"Fulton County, GA"
2021-01-25,2021,1,25,"Fulton","Georgia","13121",74427,910,1021902,7283.18371037536,89.0496348964969,47.4605196975826,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",12.6,8.4,"Fulton County, GA"
2021-01-26,2021,1,26,"Fulton","Georgia","13121",75131,915,1021902,7352.07485649309,89.5389186047194,68.8911461177304,0.489283708222516,"TAVG","GHCND:USW00013874","H","","S","",18.6,2.4,"Fulton County, GA"
2021-01-27,2021,1,27,"Fulton","Georgia","13121",75561,923,1021902,7394.15325540022,90.3217725378755,42.0783989071342,0.782853933156019,"TAVG","GHCND:USW00013874","H","","S","",13.3,7.7,"Fulton County, GA"
2021-01-28,2021,1,28,"Fulton","Georgia","13121",76097,933,1021902,7446.60446892168,91.3003399543205,52.4512135214545,0.978567416445017,"TAVG","GHCND:USW00013874","H","","S","",5.8,15.2,"Fulton County, GA"
2021-01-29,2021,1,29,"Fulton","Georgia","13121",76633,939,1021902,7499.05568244313,91.8874804041875,52.4512135214527,0.587140449867007,"TAVG","GHCND:USW00013874","H","","S","",3.4,17.6,"Fulton County, GA"
2021-01-30,2021,1,30,"Fulton","Georgia","13121",77182,953,1021902,7552.77903360596,93.2574747872105,53.7233511628319,1.36999438302304,"TAVG","GHCND:USW00013874","H","","S","",5.1,15.9,"Fulton County, GA"
2021-01-31,2021,1,31,"Fulton","Georgia","13121",77506,954,1021902,7584.48461789878,93.355331528855,31.7055842928175,0.0978567416444918,"TAVG","GHCND:USW00013874","H","","S","",6.8,14.2,"Fulton County, GA"
2021-02-01,2021,2,1,"Fulton","Georgia","13121",77802,955,1021902,7613.45021342555,93.4531882704995,28.9655955267726,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",4.8,16.2,"Fulton County, GA"
2021-02-02,2021,2,2,"Fulton","Georgia","13121",78150,964,1021902,7647.50435951784,94.3338989453,34.0541460922868,0.880710674800511,"TAVG","GHCND:USW00013874","H","","S","",3.1,17.9,"Fulton County, GA"
2021-02-03,2021,2,3,"Fulton","Georgia","13121",78573,974,1021902,7688.89776123347,95.3124663617451,41.3934017156262,0.978567416445017,"TAVG","GHCND:USW00013874","H","","S","",3.1,17.9,"Fulton County, GA"
2021-02-04,2021,2,4,"Fulton","Georgia","13121",79089,988,1021902,7739.39183992203,96.6824607447681,50.4940786885618,1.36999438302304,"TAVG","GHCND:USW00013874","H","","S","",4.6,16.4,"Fulton County, GA"
2021-02-05,2021,2,5,"Fulton","Georgia","13121",79351,996,1021902,7765.03030623289,97.4653146779241,25.6384663108593,0.782853933156005,"TAVG","GHCND:USW00013874","H","","S","",10.5,10.5,"Fulton County, GA"
2021-02-06,2021,2,6,"Fulton","Georgia","13121",79695,1005,1021902,7798.6930253586,98.3460253527246,33.6627191257085,0.88071067480054,"TAVG","GHCND:USW00013874","H","","S","",6.4,14.6,"Fulton County, GA"
2021-02-07,2021,2,7,"Fulton","Georgia","13121",80073,1005,1021902,7835.68287370022,98.3460253527246,36.9898483416237,0,"TAVG","GHCND:USW00013874","H","","S","",5.1,15.9,"Fulton County, GA"
2021-02-08,2021,2,8,"Fulton","Georgia","13121",80326,1005,1021902,7860.44062933628,98.3460253527246,24.7577556360575,0,"TAVG","GHCND:USW00013874","H","","S","",6.8,14.2,"Fulton County, GA"
2021-02-09,2021,2,9,"Fulton","Georgia","13121",80632,1015,1021902,7890.38479227949,99.3245927691697,29.9441629432185,0.978567416445017,"TAVG","GHCND:USW00013874","H","","S","",12.7,8.3,"Fulton County, GA"
2021-02-10,2021,2,10,"Fulton","Georgia","13121",80868,1021,1021902,7913.4789833076,99.9117332190367,23.0941910281017,0.587140449867007,"TAVG","GHCND:USW00013874","H","","S","",14.1,6.9,"Fulton County, GA"
2021-02-11,2021,2,11,"Fulton","Georgia","13121",81190,1026,1021902,7944.98885411713,100.401016927259,31.5098708095302,0.489283708222501,"TAVG","GHCND:USW00013874","H","","S","",14.6,6.4,"Fulton County, GA"
2021-02-12,2021,2,12,"Fulton","Georgia","13121",81509,1038,1021902,7976.20515470172,101.575297826993,31.216300584596,1.17428089973404,"TAVG","GHCND:USW00013874","H","","S","",11.8,9.2,"Fulton County, GA"
2021-02-13,2021,2,13,"Fulton","Georgia","13121",81845,1049,1021902,8009.08501989428,102.651721985083,32.8798651925526,1.07642415808951,"TAVG","GHCND:USW00013874","H","","S","",5.6,15.4,"Fulton County, GA"
2021-02-14,2021,2,14,"Fulton","Georgia","13121",82046,1050,1021902,8028.75422496482,102.749578726727,19.6692050705451,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",7.1,13.9,"Fulton County, GA"
2021-02-15,2021,2,15,"Fulton","Georgia","13121",82238,1054,1021902,8047.54271936056,103.141005693305,18.7884943957442,0.391426966577995,"TAVG","GHCND:USW00013874","H","","S","",6.9,14.1,"Fulton County, GA"
2021-02-16,2021,2,16,"Fulton","Georgia","13121",82451,1065,1021902,8068.38620533084,104.217429851395,20.8434859702793,1.07642415808954,"TAVG","GHCND:USW00013874","H","","S","",2.2,18.8,"Fulton County, GA"
2021-02-17,2021,2,17,"Fulton","Georgia","13121",82709,1068,1021902,8093.63324467513,104.511000076328,25.2470393442818,0.293570224933504,"TAVG","GHCND:USW00013874","H","","S","",0.4,20.6,"Fulton County, GA"
2021-02-18,2021,2,18,"Fulton","Georgia","13121",82956,1076,1021902,8117.80385986132,105.293854009484,24.1706151861927,0.782853933156019,"TAVG","GHCND:USW00013874","H","","S","",6.3,14.7,"Fulton County, GA"
2021-02-19,2021,2,19,"Fulton","Georgia","13121",83234,1086,1021902,8145.00803403849,106.272421425929,27.2041741771709,0.978567416445017,"TAVG","GHCND:USW00013874","H","","S","",5.7,15.3,"Fulton County, GA"
2021-02-20,2021,2,20,"Fulton","Georgia","13121",83521,1092,1021902,8173.09291889046,106.859561875796,28.0848848519718,0.587140449867022,"TAVG","GHCND:USW00013874","H","","S","",4.5,16.5,"Fulton County, GA"
2021-02-21,2021,2,21,"Fulton","Georgia","13121",83722,1092,1021902,8192.76212396101,106.859561875796,19.6692050705442,0,"TAVG","GHCND:USW00013874","H","","S","",7.4,13.6,"Fulton County, GA"
2021-02-22,2021,2,22,"Fulton","Georgia","13121",83873,1096,1021902,8207.53849194933,107.250988842374,14.776367988321,0.391426966577995,"TAVG","GHCND:USW00013874","H","","S","",12.3,8.7,"Fulton County, GA"
2021-02-23,2021,2,23,"Fulton","Georgia","13121",84144,1090,1021902,8234.05766893499,106.663848392507,26.5191769856592,-0.587140449866993,"TAVG","GHCND:USW00013874","H","","S","",11.6,9.4,"Fulton County, GA"
2021-02-24,2021,2,24,"Fulton","Georgia","13121",84440,1105,1021902,8263.02326446176,108.131699517175,28.9655955267717,1.46785112466752,"TAVG","GHCND:USW00013874","H","","S","",14.3,6.7,"Fulton County, GA"
2021-02-25,2021,2,25,"Fulton","Georgia","13121",84805,1119,1021902,8298.740975162,109.501693900198,35.7177107002444,1.36999438302303,"TAVG","GHCND:USW00013874","H","","S","",16.4,4.6,"Fulton County, GA"
2021-02-26,2021,2,26,"Fulton","Georgia","13121",85222,1116,1021902,8339.54723642776,109.208123675264,40.8062612657577,-0.293570224933489,"TAVG","GHCND:USW00013874","H","","S","",13.9,7.1,"Fulton County, GA"
2021-02-27,2021,2,27,"Fulton","Georgia","13121",85494,1121,1021902,8366.16427015506,109.697407383487,26.6170337273034,0.489283708222487,"TAVG","GHCND:USW00013874","H","","S","",11.8,9.2,"Fulton County, GA"
2021-02-28,2021,2,28,"Fulton","Georgia","13121",85771,1122,1021902,8393.27058759059,109.795264125131,27.1063174355295,0.097856741644506,"TAVG","GHCND:USW00013874","H","","S","",18,3,"Fulton County, GA"
2021-03-01,2021,3,1,"Fulton","Georgia","13121",86060,1127,1021902,8421.55118592585,110.284547833354,28.2805983352591,0.489283708222516,"TAVG","GHCND:USW00013874","H","","S","",17.9,3.1,"Fulton County, GA"
2021-03-02,2021,3,2,"Fulton","Georgia","13121",86378,1133,1021902,8452.6696297688,110.871688283221,31.1184438429518,0.587140449867007,"TAVG","GHCND:USW00013874","H","","S","",8.4,12.6,"Fulton County, GA"
2021-03-03,2021,3,3,"Fulton","Georgia","13121",86665,1147,1021902,8480.75451462078,112.241682666244,28.0848848519727,1.36999438302303,"TAVG","GHCND:USW00013874","H","","S","",8.9,12.1,"Fulton County, GA"
