"date","year","month","day","county","state","fips","cases","deaths","population","cases_per100k","deaths_per100k","daily_case_count","daily_death_count","datatype","station","fl_m","fl_q","fl_so","fl_t","temp","temp_from_median","location"
2020-08-02,2020,8,2,"Multnomah","Oregon","41051",4450,95,798647,557.192351564584,11.8951176176709,5.8849529266372,0.125211764396536,"TAVG","GHCND:USR0000OLOG","","","U","",18.1,2.9,"Multnomah County, OR"
2020-08-02,2020,8,2,"Multnomah","Oregon","41051",4450,95,798647,557.192351564584,11.8951176176709,5.8849529266372,0.125211764396536,"TAVG","GHCND:USS0022D02S","","","T","",14.9,6.1,"Multnomah County, OR"
2020-08-02,2020,8,2,"Multnomah","Oregon","41051",4450,95,798647,557.192351564584,11.8951176176709,5.8849529266372,0.125211764396536,"TAVG","GHCND:USW00024229","H","","S","",22.1,1.1,"Multnomah County, OR"
2020-08-03,2020,8,3,"Multnomah","Oregon","41051",4497,95,798647,563.077304491221,11.8951176176709,5.8849529266372,0,"TAVG","GHCND:USR0000OLOG","","","U","",16.8,4.2,"Multnomah County, OR"
2020-08-03,2020,8,3,"Multnomah","Oregon","41051",4497,95,798647,563.077304491221,11.8951176176709,5.8849529266372,0,"TAVG","GHCND:USS0022D02S","","","T","",14.3,6.7,"Multnomah County, OR"
2020-08-03,2020,8,3,"Multnomah","Oregon","41051",4497,95,798647,563.077304491221,11.8951176176709,5.8849529266372,0,"TAVG","GHCND:USW00024229","H","","S","",22.6,1.6,"Multnomah County, OR"
2020-08-04,2020,8,4,"Multnomah","Oregon","41051",4553,95,798647,570.089163297427,11.8951176176709,7.01185880620596,0,"TAVG","GHCND:USR0000OLOG","","","U","",19,2,"Multnomah County, OR"
2020-08-04,2020,8,4,"Multnomah","Oregon","41051",4553,95,798647,570.089163297427,11.8951176176709,7.01185880620596,0,"TAVG","GHCND:USS0022D02S","","","T","",15.9,5.1,"Multnomah County, OR"
2020-08-04,2020,8,4,"Multnomah","Oregon","41051",4553,95,798647,570.089163297427,11.8951176176709,7.01185880620596,0,"TAVG","GHCND:USW00024229","H","","S","",22.6,1.6,"Multnomah County, OR"
2020-08-05,2020,8,5,"Multnomah","Oregon","41051",4608,95,798647,576.975810339236,11.8951176176709,6.8866470418094,0,"TAVG","GHCND:USR0000OLOG","","","U","",17.5,3.5,"Multnomah County, OR"
2020-08-05,2020,8,5,"Multnomah","Oregon","41051",4608,95,798647,576.975810339236,11.8951176176709,6.8866470418094,0,"TAVG","GHCND:USS0022D02S","","","T","",15.3,5.7,"Multnomah County, OR"
2020-08-05,2020,8,5,"Multnomah","Oregon","41051",4608,95,798647,576.975810339236,11.8951176176709,6.8866470418094,0,"TAVG","GHCND:USW00024229","H","","S","",22.9,1.9,"Multnomah County, OR"
2020-08-06,2020,8,6,"Multnomah","Oregon","41051",4653,95,798647,582.61033973708,11.8951176176709,5.63452939784406,0,"TAVG","GHCND:USR0000OLOG","","","U","",10.4,10.6,"Multnomah County, OR"
2020-08-06,2020,8,6,"Multnomah","Oregon","41051",4653,95,798647,582.61033973708,11.8951176176709,5.63452939784406,0,"TAVG","GHCND:USS0022D02S","","","T","",9.9,11.1,"Multnomah County, OR"
2020-08-06,2020,8,6,"Multnomah","Oregon","41051",4653,95,798647,582.61033973708,11.8951176176709,5.63452939784406,0,"TAVG","GHCND:USW00024229","H","","S","",19.2,1.8,"Multnomah County, OR"
2020-08-07,2020,8,7,"Multnomah","Oregon","41051",4762,95,798647,596.258422056303,11.8951176176709,13.6480823192225,0,"TAVG","GHCND:USR0000OLOG","","","U","",13.1,7.9,"Multnomah County, OR"
2020-08-07,2020,8,7,"Multnomah","Oregon","41051",4762,95,798647,596.258422056303,11.8951176176709,13.6480823192225,0,"TAVG","GHCND:USS0022D02S","","","T","",10.6,10.4,"Multnomah County, OR"
2020-08-07,2020,8,7,"Multnomah","Oregon","41051",4762,95,798647,596.258422056303,11.8951176176709,13.6480823192225,0,"TAVG","GHCND:USW00024229","H","","S","",18.2,2.8,"Multnomah County, OR"
2020-08-08,2020,8,8,"Multnomah","Oregon","41051",4849,96,798647,607.151845558801,12.0203293820674,10.8934235024986,0.125211764396536,"TAVG","GHCND:USR0000OLOG","","","U","",13.2,7.8,"Multnomah County, OR"
2020-08-08,2020,8,8,"Multnomah","Oregon","41051",4849,96,798647,607.151845558801,12.0203293820674,10.8934235024986,0.125211764396536,"TAVG","GHCND:USS0022D02S","","","T","",11.3,9.7,"Multnomah County, OR"
2020-08-08,2020,8,8,"Multnomah","Oregon","41051",4849,96,798647,607.151845558801,12.0203293820674,10.8934235024986,0.125211764396536,"TAVG","GHCND:USW00024229","H","","S","",20.5,0.5,"Multnomah County, OR"
2020-08-09,2020,8,9,"Multnomah","Oregon","41051",4917,97,798647,615.666245537766,12.145541146464,8.51439997896443,0.125211764396536,"TAVG","GHCND:USR0000OLOG","","","U","",16.1,4.9,"Multnomah County, OR"
2020-08-09,2020,8,9,"Multnomah","Oregon","41051",4917,97,798647,615.666245537766,12.145541146464,8.51439997896443,0.125211764396536,"TAVG","GHCND:USS0022D02S","","","T","",13.7,7.3,"Multnomah County, OR"
2020-08-09,2020,8,9,"Multnomah","Oregon","41051",4917,97,798647,615.666245537766,12.145541146464,8.51439997896443,0.125211764396536,"TAVG","GHCND:USW00024229","H","","S","",19.4,1.6,"Multnomah County, OR"
2020-08-10,2020,8,10,"Multnomah","Oregon","41051",4960,98,798647,621.050351406817,12.2707529108605,5.38410586905093,0.125211764396537,"TAVG","GHCND:USR0000OLOG","","","U","",19.6,1.4,"Multnomah County, OR"
2020-08-10,2020,8,10,"Multnomah","Oregon","41051",4960,98,798647,621.050351406817,12.2707529108605,5.38410586905093,0.125211764396537,"TAVG","GHCND:USS0022D02S","","","T","",16.3,4.7,"Multnomah County, OR"
2020-08-10,2020,8,10,"Multnomah","Oregon","41051",4960,98,798647,621.050351406817,12.2707529108605,5.38410586905093,0.125211764396537,"TAVG","GHCND:USW00024229","H","","S","",23.3,2.3,"Multnomah County, OR"
2020-08-11,2020,8,11,"Multnomah","Oregon","41051",5014,100,798647,627.81178668423,12.5211764396536,6.76143527741306,0.250423528793069,"TAVG","GHCND:USR0000OLOG","","","U","",14.6,6.4,"Multnomah County, OR"
2020-08-11,2020,8,11,"Multnomah","Oregon","41051",5014,100,798647,627.81178668423,12.5211764396536,6.76143527741306,0.250423528793069,"TAVG","GHCND:USS0022D02S","","","T","",12.9,8.1,"Multnomah County, OR"
2020-08-11,2020,8,11,"Multnomah","Oregon","41051",5014,100,798647,627.81178668423,12.5211764396536,6.76143527741306,0.250423528793069,"TAVG","GHCND:USW00024229","H","","S","",20.2,0.800000000000001,"Multnomah County, OR"
2020-08-12,2020,8,12,"Multnomah","Oregon","41051",5056,100,798647,633.070680788884,12.5211764396536,5.25889410465436,0,"TAVG","GHCND:USR0000OLOG","","","U","",11.3,9.7,"Multnomah County, OR"
2020-08-12,2020,8,12,"Multnomah","Oregon","41051",5056,100,798647,633.070680788884,12.5211764396536,5.25889410465436,0,"TAVG","GHCND:USS0022D02S","","","T","",9.7,11.3,"Multnomah County, OR"
2020-08-12,2020,8,12,"Multnomah","Oregon","41051",5056,100,798647,633.070680788884,12.5211764396536,5.25889410465436,0,"TAVG","GHCND:USW00024229","H","","S","",18.2,2.8,"Multnomah County, OR"
2020-08-13,2020,8,13,"Multnomah","Oregon","41051",5135,103,798647,642.96241017621,12.8968117328432,9.89172938732634,0.375635293189609,"TAVG","GHCND:USR0000OLOG","","","U","",12.8,8.2,"Multnomah County, OR"
2020-08-13,2020,8,13,"Multnomah","Oregon","41051",5135,103,798647,642.96241017621,12.8968117328432,9.89172938732634,0.375635293189609,"TAVG","GHCND:USS0022D02S","","","T","",10,11,"Multnomah County, OR"
2020-08-13,2020,8,13,"Multnomah","Oregon","41051",5135,103,798647,642.96241017621,12.8968117328432,9.89172938732634,0.375635293189609,"TAVG","GHCND:USW00024229","H","","S","",17.7,3.3,"Multnomah County, OR"
2020-08-14,2020,8,14,"Multnomah","Oregon","41051",5186,103,798647,649.348210160434,12.8968117328432,6.38579998422335,0,"TAVG","GHCND:USR0000OLOG","","","U","",19.1,1.9,"Multnomah County, OR"
2020-08-14,2020,8,14,"Multnomah","Oregon","41051",5186,103,798647,649.348210160434,12.8968117328432,6.38579998422335,0,"TAVG","GHCND:USS0022D02S","","","T","",15.2,5.8,"Multnomah County, OR"
2020-08-14,2020,8,14,"Multnomah","Oregon","41051",5186,103,798647,649.348210160434,12.8968117328432,6.38579998422335,0,"TAVG","GHCND:USW00024229","H","","S","",20,1,"Multnomah County, OR"
2020-08-15,2020,8,15,"Multnomah","Oregon","41051",5264,103,798647,659.114727783364,12.8968117328432,9.76651762292977,0,"TAVG","GHCND:USR0000OLOG","","","U","",25.7,4.7,"Multnomah County, OR"
2020-08-15,2020,8,15,"Multnomah","Oregon","41051",5264,103,798647,659.114727783364,12.8968117328432,9.76651762292977,0,"TAVG","GHCND:USS0022D02S","","","T","",20,1,"Multnomah County, OR"
2020-08-15,2020,8,15,"Multnomah","Oregon","41051",5264,103,798647,659.114727783364,12.8968117328432,9.76651762292977,0,"TAVG","GHCND:USW00024229","H","","S","",24.7,3.7,"Multnomah County, OR"
2020-08-16,2020,8,16,"Multnomah","Oregon","41051",5330,103,798647,667.378704233535,12.8968117328432,8.2639764501713,0,"TAVG","GHCND:USR0000OLOG","","","U","",25.9,4.9,"Multnomah County, OR"
2020-08-16,2020,8,16,"Multnomah","Oregon","41051",5330,103,798647,667.378704233535,12.8968117328432,8.2639764501713,0,"TAVG","GHCND:USS0022D02S","","","T","",20.5,0.5,"Multnomah County, OR"
2020-08-16,2020,8,16,"Multnomah","Oregon","41051",5330,103,798647,667.378704233535,12.8968117328432,8.2639764501713,0,"TAVG","GHCND:USW00024229","H","","S","",27.9,6.9,"Multnomah County, OR"
2020-08-17,2020,8,17,"Multnomah","Oregon","41051",5387,104,798647,674.515774804138,13.0220234972397,7.13707057060265,0.125211764396536,"TAVG","GHCND:USR0000OLOG","","","U","",23.4,2.4,"Multnomah County, OR"
2020-08-17,2020,8,17,"Multnomah","Oregon","41051",5387,104,798647,674.515774804138,13.0220234972397,7.13707057060265,0.125211764396536,"TAVG","GHCND:USS0022D02S","","","T","",19.7,1.3,"Multnomah County, OR"
2020-08-17,2020,8,17,"Multnomah","Oregon","41051",5387,104,798647,674.515774804138,13.0220234972397,7.13707057060265,0.125211764396536,"TAVG","GHCND:USW00024229","H","","S","",25.5,4.5,"Multnomah County, OR"
2020-08-18,2020,8,18,"Multnomah","Oregon","41051",5410,104,798647,677.395645385258,13.0220234972397,2.87987058112026,0,"TAVG","GHCND:USR0000OLOG","","","U","",19.8,1.2,"Multnomah County, OR"
2020-08-18,2020,8,18,"Multnomah","Oregon","41051",5410,104,798647,677.395645385258,13.0220234972397,2.87987058112026,0,"TAVG","GHCND:USS0022D02S","","","T","",16.6,4.4,"Multnomah County, OR"
2020-08-18,2020,8,18,"Multnomah","Oregon","41051",5410,104,798647,677.395645385258,13.0220234972397,2.87987058112026,0,"TAVG","GHCND:USW00024229","H","","S","",24,3,"Multnomah County, OR"
2020-08-19,2020,8,19,"Multnomah","Oregon","41051",5448,108,798647,682.153692432326,13.5228705548259,4.75804704706832,0.500847057586142,"TAVG","GHCND:USR0000OLOG","","","U","",19.3,1.7,"Multnomah County, OR"
2020-08-19,2020,8,19,"Multnomah","Oregon","41051",5448,108,798647,682.153692432326,13.5228705548259,4.75804704706832,0.500847057586142,"TAVG","GHCND:USS0022D02S","","","T","",16.2,4.8,"Multnomah County, OR"
2020-08-19,2020,8,19,"Multnomah","Oregon","41051",5448,108,798647,682.153692432326,13.5228705548259,4.75804704706832,0.500847057586142,"TAVG","GHCND:USW00024229","H","","S","",22.3,1.3,"Multnomah County, OR"
2020-08-20,2020,8,20,"Multnomah","Oregon","41051",5505,108,798647,689.290763002929,13.5228705548259,7.13707057060253,0,"TAVG","GHCND:USR0000OLOG","","","U","",17.5,3.5,"Multnomah County, OR"
2020-08-20,2020,8,20,"Multnomah","Oregon","41051",5505,108,798647,689.290763002929,13.5228705548259,7.13707057060253,0,"TAVG","GHCND:USS0022D02S","","","T","",15.5,5.5,"Multnomah County, OR"
2020-08-20,2020,8,20,"Multnomah","Oregon","41051",5505,108,798647,689.290763002929,13.5228705548259,7.13707057060253,0,"TAVG","GHCND:USW00024229","H","","S","",22.9,1.9,"Multnomah County, OR"
2020-08-21,2020,8,21,"Multnomah","Oregon","41051",5543,112,798647,694.048810049997,14.023717612412,4.75804704706832,0.500847057586141,"TAVG","GHCND:USR0000OLOG","","","U","",14.8,6.2,"Multnomah County, OR"
2020-08-21,2020,8,21,"Multnomah","Oregon","41051",5543,112,798647,694.048810049997,14.023717612412,4.75804704706832,0.500847057586141,"TAVG","GHCND:USS0022D02S","","","T","",13.9,7.1,"Multnomah County, OR"
2020-08-21,2020,8,21,"Multnomah","Oregon","41051",5543,112,798647,694.048810049997,14.023717612412,4.75804704706832,0.500847057586141,"TAVG","GHCND:USW00024229","H","","S","",22.5,1.5,"Multnomah County, OR"
2020-08-22,2020,8,22,"Multnomah","Oregon","41051",5597,112,798647,700.81024532741,14.023717612412,6.76143527741306,0,"TAVG","GHCND:USR0000OLOG","","","U","",15.3,5.7,"Multnomah County, OR"
2020-08-22,2020,8,22,"Multnomah","Oregon","41051",5597,112,798647,700.81024532741,14.023717612412,6.76143527741306,0,"TAVG","GHCND:USS0022D02S","","","T","",12.8,8.2,"Multnomah County, OR"
2020-08-22,2020,8,22,"Multnomah","Oregon","41051",5597,112,798647,700.81024532741,14.023717612412,6.76143527741306,0,"TAVG","GHCND:USW00024229","H","","S","",19.6,1.4,"Multnomah County, OR"
2020-08-23,2020,8,23,"Multnomah","Oregon","41051",5661,112,798647,708.823798248788,14.023717612412,8.01355292137828,0,"TAVG","GHCND:USR0000OLOG","","","U","",16.6,4.4,"Multnomah County, OR"
2020-08-23,2020,8,23,"Multnomah","Oregon","41051",5661,112,798647,708.823798248788,14.023717612412,8.01355292137828,0,"TAVG","GHCND:USS0022D02S","","","T","",13.6,7.4,"Multnomah County, OR"
2020-08-23,2020,8,23,"Multnomah","Oregon","41051",5661,112,798647,708.823798248788,14.023717612412,8.01355292137828,0,"TAVG","GHCND:USW00024229","H","","S","",20.3,0.699999999999999,"Multnomah County, OR"
2020-08-24,2020,8,24,"Multnomah","Oregon","41051",5718,115,798647,715.960868819391,14.3993529056016,7.13707057060242,0.375635293189607,"TAVG","GHCND:USR0000OLOG","","","U","",15.3,5.7,"Multnomah County, OR"
2020-08-24,2020,8,24,"Multnomah","Oregon","41051",5718,115,798647,715.960868819391,14.3993529056016,7.13707057060242,0.375635293189607,"TAVG","GHCND:USS0022D02S","","","T","",12.5,8.5,"Multnomah County, OR"
2020-08-24,2020,8,24,"Multnomah","Oregon","41051",5718,115,798647,715.960868819391,14.3993529056016,7.13707057060242,0.375635293189607,"TAVG","GHCND:USW00024229","H","","S","",20.6,0.399999999999999,"Multnomah County, OR"
2020-08-25,2020,8,25,"Multnomah","Oregon","41051",5761,115,798647,721.344974688442,14.3993529056016,5.38410586905115,0,"TAVG","GHCND:USR0000OLOG","","","U","",15.4,5.6,"Multnomah County, OR"
2020-08-25,2020,8,25,"Multnomah","Oregon","41051",5761,115,798647,721.344974688442,14.3993529056016,5.38410586905115,0,"TAVG","GHCND:USS0022D02S","","","T","",12.6,8.4,"Multnomah County, OR"
2020-08-25,2020,8,25,"Multnomah","Oregon","41051",5761,115,798647,721.344974688442,14.3993529056016,5.38410586905115,0,"TAVG","GHCND:USW00024229","H","","S","",19.5,1.5,"Multnomah County, OR"
2020-08-26,2020,8,26,"Multnomah","Oregon","41051",5810,115,798647,727.480351143872,14.3993529056016,6.13537645543022,0,"TAVG","GHCND:USR0000OLOG","","","U","",15.4,5.6,"Multnomah County, OR"
2020-08-26,2020,8,26,"Multnomah","Oregon","41051",5810,115,798647,727.480351143872,14.3993529056016,6.13537645543022,0,"TAVG","GHCND:USS0022D02S","","","T","",12.5,8.5,"Multnomah County, OR"
2020-08-26,2020,8,26,"Multnomah","Oregon","41051",5810,115,798647,727.480351143872,14.3993529056016,6.13537645543022,0,"TAVG","GHCND:USW00024229","H","","S","",20,1,"Multnomah County, OR"
2020-08-27,2020,8,27,"Multnomah","Oregon","41051",5833,115,798647,730.360221724992,14.3993529056016,2.87987058112026,0,"TAVG","GHCND:USR0000OLOG","","","U","",15.4,5.6,"Multnomah County, OR"
2020-08-27,2020,8,27,"Multnomah","Oregon","41051",5833,115,798647,730.360221724992,14.3993529056016,2.87987058112026,0,"TAVG","GHCND:USS0022D02S","","","T","",12.7,8.3,"Multnomah County, OR"
2020-08-27,2020,8,27,"Multnomah","Oregon","41051",5833,115,798647,730.360221724992,14.3993529056016,2.87987058112026,0,"TAVG","GHCND:USW00024229","H","","S","",20.6,0.399999999999999,"Multnomah County, OR"
2020-08-28,2020,8,28,"Multnomah","Oregon","41051",5902,122,798647,738.999833468353,15.2758352563774,8.639611743361,0.876482350775753,"TAVG","GHCND:USR0000OLOG","","","U","",17.1,3.9,"Multnomah County, OR"
2020-08-28,2020,8,28,"Multnomah","Oregon","41051",5902,122,798647,738.999833468353,15.2758352563774,8.639611743361,0.876482350775753,"TAVG","GHCND:USS0022D02S","","","T","",13.8,7.2,"Multnomah County, OR"
2020-08-28,2020,8,28,"Multnomah","Oregon","41051",5902,122,798647,738.999833468353,15.2758352563774,8.639611743361,0.876482350775753,"TAVG","GHCND:USW00024229","H","","S","",20.8,0.199999999999999,"Multnomah County, OR"
2020-08-29,2020,8,29,"Multnomah","Oregon","41051",5942,122,798647,744.008304044215,15.2758352563774,5.00847057586145,0,"TAVG","GHCND:USR0000OLOG","","","U","",12.4,8.6,"Multnomah County, OR"
2020-08-29,2020,8,29,"Multnomah","Oregon","41051",5942,122,798647,744.008304044215,15.2758352563774,5.00847057586145,0,"TAVG","GHCND:USS0022D02S","","","T","",10.9,10.1,"Multnomah County, OR"
2020-08-29,2020,8,29,"Multnomah","Oregon","41051",5942,122,798647,744.008304044215,15.2758352563774,5.00847057586145,0,"TAVG","GHCND:USW00024229","H","","S","",20.4,0.600000000000001,"Multnomah County, OR"
2020-08-30,2020,8,30,"Multnomah","Oregon","41051",5975,122,798647,748.1402922693,15.2758352563774,4.13198822508559,0,"TAVG","GHCND:USR0000OLOG","","","U","",11.9,9.1,"Multnomah County, OR"
2020-08-30,2020,8,30,"Multnomah","Oregon","41051",5975,122,798647,748.1402922693,15.2758352563774,4.13198822508559,0,"TAVG","GHCND:USS0022D02S","","","T","",10,11,"Multnomah County, OR"
2020-08-30,2020,8,30,"Multnomah","Oregon","41051",5975,122,798647,748.1402922693,15.2758352563774,4.13198822508559,0,"TAVG","GHCND:USW00024229","H","","S","",16.5,4.5,"Multnomah County, OR"
2020-08-31,2020,8,31,"Multnomah","Oregon","41051",6007,122,798647,752.14706872999,15.2758352563774,4.00677646068914,0,"TAVG","GHCND:USR0000OLOG","","","U","",11.8,9.2,"Multnomah County, OR"
2020-08-31,2020,8,31,"Multnomah","Oregon","41051",6007,122,798647,752.14706872999,15.2758352563774,4.00677646068914,0,"TAVG","GHCND:USS0022D02S","","","T","",10.5,10.5,"Multnomah County, OR"
2020-08-31,2020,8,31,"Multnomah","Oregon","41051",6007,122,798647,752.14706872999,15.2758352563774,4.00677646068914,0,"TAVG","GHCND:USW00024229","H","","S","",18.8,2.2,"Multnomah County, OR"
2020-09-01,2020,9,1,"Multnomah","Oregon","41051",6053,122,798647,757.90680989223,15.2758352563774,5.75974116224063,0,"TAVG","GHCND:USR0000OLOG","","","U","",17.8,3.2,"Multnomah County, OR"
2020-09-01,2020,9,1,"Multnomah","Oregon","41051",6053,122,798647,757.90680989223,15.2758352563774,5.75974116224063,0,"TAVG","GHCND:USS0022D02S","","","T","",14.6,6.4,"Multnomah County, OR"
2020-09-01,2020,9,1,"Multnomah","Oregon","41051",6053,122,798647,757.90680989223,15.2758352563774,5.75974116224063,0,"TAVG","GHCND:USW00024229","H","","S","",20.5,0.5,"Multnomah County, OR"
2020-09-02,2020,9,2,"Multnomah","Oregon","41051",6081,124,798647,761.412739295333,15.5262587851704,3.5059294031031,0.250423528793069,"TAVG","GHCND:USR0000OLOG","","","U","",20.6,0.399999999999999,"Multnomah County, OR"
2020-09-02,2020,9,2,"Multnomah","Oregon","41051",6081,124,798647,761.412739295333,15.5262587851704,3.5059294031031,0.250423528793069,"TAVG","GHCND:USS0022D02S","","","T","",16.4,4.6,"Multnomah County, OR"
2020-09-02,2020,9,2,"Multnomah","Oregon","41051",6081,124,798647,761.412739295333,15.5262587851704,3.5059294031031,0.250423528793069,"TAVG","GHCND:USW00024229","H","","S","",24.2,3.2,"Multnomah County, OR"
2020-09-03,2020,9,3,"Multnomah","Oregon","41051",6142,124,798647,769.050656923522,15.5262587851704,7.63791762818869,0,"TAVG","GHCND:USR0000OLOG","","","U","",24.5,3.5,"Multnomah County, OR"
2020-09-03,2020,9,3,"Multnomah","Oregon","41051",6142,124,798647,769.050656923522,15.5262587851704,7.63791762818869,0,"TAVG","GHCND:USS0022D02S","","","T","",18.5,2.5,"Multnomah County, OR"
2020-09-03,2020,9,3,"Multnomah","Oregon","41051",6142,124,798647,769.050656923522,15.5262587851704,7.63791762818869,0,"TAVG","GHCND:USW00024229","H","","S","",23.7,2.7,"Multnomah County, OR"
2020-09-04,2020,9,4,"Multnomah","Oregon","41051",6185,126,798647,774.434762792573,15.7766823139635,5.38410586905093,0.250423528793069,"TAVG","GHCND:USR0000OLOG","","","U","",21.1,0.100000000000001,"Multnomah County, OR"
2020-09-04,2020,9,4,"Multnomah","Oregon","41051",6185,126,798647,774.434762792573,15.7766823139635,5.38410586905093,0.250423528793069,"TAVG","GHCND:USS0022D02S","","","T","",17.1,3.9,"Multnomah County, OR"
2020-09-04,2020,9,4,"Multnomah","Oregon","41051",6185,126,798647,774.434762792573,15.7766823139635,5.38410586905093,0.250423528793069,"TAVG","GHCND:USW00024229","H","","S","",24.6,3.6,"Multnomah County, OR"
2020-09-05,2020,9,5,"Multnomah","Oregon","41051",6224,126,798647,779.318021604038,15.7766823139635,4.883258811465,0,"TAVG","GHCND:USR0000OLOG","","","U","",13.7,7.3,"Multnomah County, OR"
2020-09-05,2020,9,5,"Multnomah","Oregon","41051",6224,126,798647,779.318021604038,15.7766823139635,4.883258811465,0,"TAVG","GHCND:USS0022D02S","","","T","",12.5,8.5,"Multnomah County, OR"
2020-09-05,2020,9,5,"Multnomah","Oregon","41051",6224,126,798647,779.318021604038,15.7766823139635,4.883258811465,0,"TAVG","GHCND:USW00024229","H","","S","",19.9,1.1,"Multnomah County, OR"
2020-09-06,2020,9,6,"Multnomah","Oregon","41051",6273,126,798647,785.453398059468,15.7766823139635,6.13537645543022,0,"TAVG","GHCND:USR0000OLOG","","","U","",19.2,1.8,"Multnomah County, OR"
2020-09-06,2020,9,6,"Multnomah","Oregon","41051",6273,126,798647,785.453398059468,15.7766823139635,6.13537645543022,0,"TAVG","GHCND:USS0022D02S","","","T","",15.3,5.7,"Multnomah County, OR"
2020-09-06,2020,9,6,"Multnomah","Oregon","41051",6273,126,798647,785.453398059468,15.7766823139635,6.13537645543022,0,"TAVG","GHCND:USW00024229","H","","S","",20.3,0.699999999999999,"Multnomah County, OR"
2020-09-07,2020,9,7,"Multnomah","Oregon","41051",6302,127,798647,789.084539226968,15.90189407836,3.63114116749944,0.125211764396539,"TAVG","GHCND:USR0000OLOG","","","U","",17.9,3.1,"Multnomah County, OR"
2020-09-07,2020,9,7,"Multnomah","Oregon","41051",6302,127,798647,789.084539226968,15.90189407836,3.63114116749944,0.125211764396539,"TAVG","GHCND:USS0022D02S","","","T","",15.6,5.4,"Multnomah County, OR"
2020-09-07,2020,9,7,"Multnomah","Oregon","41051",6302,127,798647,789.084539226968,15.90189407836,3.63114116749944,0.125211764396539,"TAVG","GHCND:USW00024229","H","","S","",23.8,2.8,"Multnomah County, OR"
2020-09-08,2020,9,8,"Multnomah","Oregon","41051",6343,127,798647,794.218221567226,15.90189407836,5.13368234025802,0,"TAVG","GHCND:USR0000OLOG","","","U","",14.2,6.8,"Multnomah County, OR"
2020-09-08,2020,9,8,"Multnomah","Oregon","41051",6343,127,798647,794.218221567226,15.90189407836,5.13368234025802,0,"TAVG","GHCND:USS0022D02S","","","T","",13.1,7.9,"Multnomah County, OR"
2020-09-08,2020,9,8,"Multnomah","Oregon","41051",6343,127,798647,794.218221567226,15.90189407836,5.13368234025802,0,"TAVG","GHCND:USW00024229","H","","S","",23.1,2.1,"Multnomah County, OR"
2020-09-09,2020,9,9,"Multnomah","Oregon","41051",6365,127,798647,796.972880383949,15.90189407836,2.7546588167238,0,"TAVG","GHCND:USR0000OLOG","","","U","",19.3,1.7,"Multnomah County, OR"
2020-09-09,2020,9,9,"Multnomah","Oregon","41051",6365,127,798647,796.972880383949,15.90189407836,2.7546588167238,0,"TAVG","GHCND:USS0022D02S","","","T","",18.1,2.9,"Multnomah County, OR"
2020-09-09,2020,9,9,"Multnomah","Oregon","41051",6365,127,798647,796.972880383949,15.90189407836,2.7546588167238,0,"TAVG","GHCND:USW00024229","H","","S","",24.8,3.8,"Multnomah County, OR"
2020-09-10,2020,9,10,"Multnomah","Oregon","41051",6399,127,798647,801.230080373432,15.90189407836,4.25719998948216,0,"TAVG","GHCND:USR0000OLOG","","","U","",21.6,0.600000000000001,"Multnomah County, OR"
2020-09-10,2020,9,10,"Multnomah","Oregon","41051",6399,127,798647,801.230080373432,15.90189407836,4.25719998948216,0,"TAVG","GHCND:USS0022D02S","","","T","",19.6,1.4,"Multnomah County, OR"
2020-09-10,2020,9,10,"Multnomah","Oregon","41051",6399,127,798647,801.230080373432,15.90189407836,4.25719998948216,0,"TAVG","GHCND:USW00024229","H","","S","",23.5,2.5,"Multnomah County, OR"
2020-09-11,2020,9,11,"Multnomah","Oregon","41051",6458,126,798647,808.617574472827,15.7766823139635,7.38749409939567,-0.125211764396539,"TAVG","GHCND:USR0000OLOG","","","U","",15.2,5.8,"Multnomah County, OR"
2020-09-11,2020,9,11,"Multnomah","Oregon","41051",6458,126,798647,808.617574472827,15.7766823139635,7.38749409939567,-0.125211764396539,"TAVG","GHCND:USS0022D02S","","","T","",12,9,"Multnomah County, OR"
2020-09-11,2020,9,11,"Multnomah","Oregon","41051",6458,126,798647,808.617574472827,15.7766823139635,7.38749409939567,-0.125211764396539,"TAVG","GHCND:USW00024229","H","","S","",17.2,3.8,"Multnomah County, OR"
2020-09-12,2020,9,12,"Multnomah","Oregon","41051",6522,128,798647,816.631127394205,16.0271058427566,8.01355292137816,0.250423528793073,"TAVG","GHCND:USR0000OLOG","","","U","",16.6,4.4,"Multnomah County, OR"
2020-09-12,2020,9,12,"Multnomah","Oregon","41051",6522,128,798647,816.631127394205,16.0271058427566,8.01355292137816,0.250423528793073,"TAVG","GHCND:USS0022D02S","","","T","",12.1,8.9,"Multnomah County, OR"
2020-09-12,2020,9,12,"Multnomah","Oregon","41051",6522,128,798647,816.631127394205,16.0271058427566,8.01355292137816,0.250423528793073,"TAVG","GHCND:USW00024229","H","","S","",13.9,7.1,"Multnomah County, OR"
2020-09-13,2020,9,13,"Multnomah","Oregon","41051",6556,127,798647,820.888327383688,15.90189407836,4.25719998948239,-0.125211764396534,"TAVG","GHCND:USR0000OLOG","","","U","",18.2,2.8,"Multnomah County, OR"
2020-09-13,2020,9,13,"Multnomah","Oregon","41051",6556,127,798647,820.888327383688,15.90189407836,4.25719998948239,-0.125211764396534,"TAVG","GHCND:USS0022D02S","","","T","",13.9,7.1,"Multnomah County, OR"
